Start,Finish,Duration,Age,Dialogue/Interaction_unit,Number,CDS,Utterance_type,Participant,Language,Initiation,Response_yes,Transcription,TCH_Language,
15855.61832,15856.04789,0.429569,12,225,7,1,Valid,S1,Rus,0,1,,,222.7.CDS.Valid.S1.Rus.RY
15856.10594,15858.34667,2.240726,12,225,8,0,Voc,TCH,TCH,0,1,,,222.8.CH.Voc.RY
15858.34667,15858.82268,0.476009,12,225,9,1,Valid,S1,Rus,0,0,,,222.9.CDS.Valid.S1.Rus.RN
15859.46122,15860.23909,0.777869,12,226,1,0,Icon,TCH,TCH,1,1,Kar-kar,Rus,"223.1.CH.Icon.""Kar"".Init"
15861.28399,15861.82966,0.545669,12,226,2,1,Decl,S1,Rus,0,1,,,223.2.CDS.Decl.S1.Rus.RY
15861.82966,15862.38694,0.557279,12,226,3,0,Voc,TCH,TCH,0,1,,,223.3.CH.Voc.RY
15974.81796,15976.07184,1.253878,12,226,4,1,Decl,S1,Rus,0,1,,,223.4.CDS.Decl.S1.Rus.RY
15976.22277,15978.69569,2.472926,12,226,5,0,Voc,TCH,TCH,0,1,,,223.5.CH.Voc.RY
15980.25143,15980.681,0.429569,12,226,6,1,Att,S1,Rus,0,1,,,223.6.CDS.Att.S1.Rus.RY
15982.21352,15985.27855,3.065034,12,226,7,0,Voc,TCH,TCH,0,1,,,223.7.CH.Voc.RY
15985.27855,15987.3103,2.031746,12,226,8,1,Icon,S1,Rus,0,1,"Aj-aj-aj (""blame"")",,"223.8.CDS.Icon.(""blame"").S1.Rus.RY"
15994.31111,15995.17025,0.859138,12,226,9,0,Voc,TCH,TCH,0,1,,,223.9.CH.Voc.RY
15995.91329,15997.74766,1.834376,12,226,10,1,Excl,S1,Rus,0,0,,,223.10.CDS.Excl.S1.Rus.RN
15998.2585,16000.62694,2.368436,12,227,1,0,Icon,TCH,TCH,1,1,Kar-kar,Rus,"224.1.CH.Icon.""Kar-kar"".Init"
16003.28562,16004.13315,0.847528,12,227,2,1,Excl,S1,Rus,0,1,,,224.2.CDS.Excl.S1.Rus.RY
16007.10531,16008.41723,1.311928,12,227,3,0,Voc,TCH,TCH,0,1,,,224.3.CH.Voc.RY
16205.42694,16208.57324,3.146304,12,227,4,1,Valid,S1,Rus,0,0,,,224.4.CDS.Valid.S1.Rus.RN
16208.63129,16210.58177,1.950476,12,228,1,0,Voc,TCH,TCH,1,1,,,225.1.CH.Voc.Init
16211.4293,16211.91692,0.487619,12,228,2,1,Valid,S1,Rus,0,1,,,225.2.CDS.Valid.S1.Rus.RY
16211.91692,16212.41615,0.499229,12,228,3,0,Voc,TCH,TCH,0,1,,,225.3.CH.Voc.RY
16259.15791,16259.71519,0.557279,12,228,4,1,Decl,S1,Rus,0,1,,,225.4.CDS.Decl.S1.Rus.RY
16259.71519,16260.48145,0.766258,12,228,5,0,Voc,TCH,TCH,0,1,,,225.5.CH.Voc.RY
16267.66803,16268.12082,0.452789,12,228,6,1,Decl,S1,Rus,0,0,,,225.6.CDS.Decl.S1.Rus.RN
16268.562,16271.09297,2.530976,12,229,1,1,Decl,S1,Rus,1,1,,,226.1.CDS.Decl.S1.Rus.Init
16272.25397,16272.92735,0.673379,12,229,2,0,Voc,TCH,TCH,0,1,,,226.2.CH.Voc.RY
16273.38014,16275.01714,1.637007,12,229,3,1,Excl,S1,Rus,0,1,,,226.3.CDS.Excl.S1.Rus.RY
16303.27583,16305.17986,1.904036,12,229,4,0,Voc,TCH,TCH,0,1,,,226.4.CH.Voc.RY
16305.5746,16306.16671,0.592109,12,229,5,1,Valid,S1,Rus,0,0,,,226.5.CDS.Valid.S1.Rus.RN
16306.46857,16307.59474,1.126168,12,230,1,1,Decl,S1,Rus,1,1,,,227.1.CDS.Decl.S1.Rus.Init
16307.59474,16308.07075,0.476009,12,230,2,0,Voc,TCH,TCH,0,1,,,227.2.CH.Voc.RY
16308.07075,16308.63964,0.568889,12,230,3,1,Valid,S2,Rus,0,0,,,227.3.CDS.Valid.S2.Rus.RN
16408.06748,16409.92508,1.857596,12,231,1,0,Voc,TCH,TCH,1,1,,,228.1.CH.Voc.Init
16409.93669,16410.6449,0.708209,12,231,2,1,Interr,S2,Rus,0,0,,,228.2.CDS.Interr.S2.Rus.RN
16411.3415,16412.02649,0.684988,12,232,1,1,Imper,S2,Rus,1,1,,,229.1.CDS.Imper.S2.Rus.Init
16455.66839,16457.43311,1.764717,12,232,2,0,Voc,TCH,TCH,0,1,,,229.2.CH.Voc.RY
16458.02522,16459.41841,1.393198,12,232,3,1,Excl,S2,Rus,0,1,,,229.3.CDS.Excl.S2.Rus.RY
16482.70803,16485.90077,3.192744,12,232,4,0,Voc,TCH,TCH,0,1,,,229.4.CH.Voc.RY
16487.00372,16487.51456,0.510839,12,232,5,1,Imper,S2,Rus,0,1,,,229.5.CDS.Imper.S2.Rus.RY
16493.19184,16495.39773,2.205895,12,232,6,0,Voc,TCH,TCH,0,1,,,229.6.CH.Voc.RY
16496.36136,16499.02005,2.658684,12,232,7,1,Decl,S2,Rus,0,0,,,229.7.CDS.Decl.S2.Rus.RN
16499.18259,16501.09823,1.915646,12,233,1,0,Sem,TCH,TCH,1,1,Papa,,"230.1.CH.Sem.""Pa!"".Init"
16501.09823,16501.60907,0.51084,12,233,2,1,Decl,S2,Rus,0,0,"Papa, papa",,"230.2.CDS.Decl.""Papa,papa"".S2.Rus.RN"
16502.13152,16505.98603,3.854513,12,234,1,0,Voc,TCH,TCH,1,1,,,231.1.CH.Voc.Init
16515.99383,16516.41179,0.417959,12,234,2,1,Decl,S2,Rus,0,1,,,231.2.CDS.Decl.S2.Rus.RY
16516.46984,16518.02558,1.555737,12,234,3,0,Voc,TCH,TCH,0,1,,,231.3.CH.Voc.RY
16597.13596,16597.55392,0.417959,12,234,4,1,Imit,S2,Rus,0,1,,,231.4.CDS.Imit.S2.Rus.RY
16598.95873,16599.99202,1.033288,12,234,5,0,Voc,TCH,TCH,0,0,,,231.5.CH.Voc.RN
16602.48816,16604.00907,1.520907,12,235,1,0,Voc,TCH,TCH,1,1,,,232.1.CH.Voc.Init.
16604.07873,16605.28617,1.207438,12,235,2,1,Imit,S2,Rus,0,1,,,232.2.CDS.Imit.S2.Rus.RY
16608.61823,16609.18712,0.568889,12,235,3,0,Voc,TCH,TCH,0,0,,,232.3.CH.Voc.RN
16651.25007,16652.23692,0.986848,12,236,1,0,Voc,TCH,TCH,1,1,,,233.1.CH.Voc.Init
16652.35302,16653.18893,0.835918,12,236,2,1,Excl,S2,Rus,0,0,,,233.2.CDS.Excl.S2.Rus.RN
16654.26866,16655.75474,1.486077,12,237,1,1,Decl,S2,Rus,1,1,,,234.1.CDS.Decl.S2.Rus.Init
16779.73769,16780.3298,0.592109,12,237,2,0,Voc,TCH,TCH,0,1,,,234.2.CH.Voc.RY
16780.68971,16783.45288,2.763175,12,237,3,1,Excl,S2,Rus,0,1,,,234.3.CDS.Excl.S2.Rus.RY
16803.81678,16806.22005,2.403265,12,237,4,0,Imit,TCH,TCH,0,1,,,234.4.CH.Imit.RY
16811.03819,16811.46776,0.429569,12,237,5,1,Excl,S2,Rus,0,0,,,234.5.CDS.Excl.S2.Rus.RN
16816.70386,16817.91129,1.207438,12,238,1,0,Voc,TCH,TCH,1,1,,,235.1.CH.Voc.Init
16819.35093,16820.2449,0.893968,12,238,2,1,Valid,S2,Rus,0,1,,,235.2.CDS.Valid.S2.Rus.RY
16830.00889,16834.15365,4.144762,12,238,3,0,Voc,TCH,TCH,0,1,,,235.3.CH.Voc.RY
16870.44644,16871.58422,1.137778,12,238,4,1,Valid,S2,Rus,0,0,,,235.4.CDS.Valid.S2.Rus.RN
16871.57261,16873.34893,1.776326,12,239,1,0,Voc,TCH,TCH,1,1,,,236.1.CH.Voc.Init
16876.9132,16878.10903,1.195828,12,239,2,1,Interr,S2,Rus,0,1,,,236.2.CDS.Interr.S2.Rus.RY
16878.67791,16879.61832,0.940408,12,239,3,0,Voc,TCH,TCH,0,1,,,236.3.CH.Voc.RY
16920.6712,16921.4839,0.812698,12,239,4,1,Imit,S2,Rus,0,0,,,236..4.CDS.Imit.S2.Rus.RN
16921.49551,16922.44753,0.952018,12,240,1,1,Decl,S1,Rus,1,1,,,237.1.CDS.Decl.S1.Rus.Init
16928.99556,16929.99401,0.998458,12,240,2,0,Voc,TCH,TCH,0,1,,,237.2.CH.Voc.RY
16929.9824,16930.84154,0.859138,12,240,3,1,Excl,S1,Rus,0,0,,,237.3.CDS.Excl.S1.Rus.RN
16957.08009,16958.03211,0.952018,12,241,1,1,Interr,S1,Rus,1,1,,,238.1.CDS.Interr.S1.Rus.Init
16958.03211,16958.51973,0.487619,12,241,2,0,Voc,TCH,TCH,0,1,,,238.2.CH.Voc.RY
16958.63583,16959.65751,1.021678,12,242,1,1,Interr,S2,Rus,1,1,,,239.1.CDS.Interr.S2.Rus.Init
17028.1912,17030.59447,2.403265,12,242,2,0,Voc,TCH,TCH,0,1,,,239.2.CH.Voc.RY
17030.88472,17031.84835,0.963628,12,242,3,1,Imit,S2,Rus,0,1,,,239.3.CDS.Imit.S2.Rus.RY
17266.09125,17267.46122,1.369977,12,242,4,0,Voc,TCH,TCH,0,1,,,239.4.CH.Voc.RY
17267.93723,17268.45968,0.522449,12,242,5,1,Imit,S2,Rus,0,0,,,239.5.CDS.Imit.S2.Rus.RN
17270.1083,17270.58431,0.476009,12,243,1,1,Excl,S1,Rus,1,1,,,240.1.CDS.Excl.S1.Rus.Init
17273.09206,17273.52163,0.42957,12,243,2,0,Icon,TCH,TCH,0,1,"(""smelling"")",,"240.2.CH.Icon.(""smelling"").RY"
17273.52163,17274.27628,0.754648,12,243,3,1,Icon,S2,Rus,0,1,"(""smelling"")",,"240.3.CDS.Icon.(""smelling"").S2.Rus.RY"
17307.1093,17309.10621,1.996916,12,243,4,0,Voc,TCH,TCH,0,0,,,240.4.CH.Voc.RN
17314.23782,17314.70222,0.464399,12,244,1,1,Imper,S1,Rus,1,1,,,241.1.CDS.Imper.S1.Rus.Init
17314.70222,17315.82839,1.126168,12,244,2,0,Icon,TCH,TCH,0,1,"Aj-aj-aj (""blame"")",,"241.2.CH.Icon.(""blame"").RY"
17317.74404,17318.162,0.417959,12,244,3,1,Icon,S2,Rus,0,1,"Aj-aj-aj (""blame"")",,"241.3.CDS.Icon.(""blame"").S2.Rus.RY"
17453.40662,17457.63265,4.226031,12,244,4,0,Icon,TCH,TCH,0,1,"Aj-aj-aj (""blame"")",,"241.4.CH.Icon.(""blame"").RY"
17460.89506,17461.62649,0.731428,12,244,5,1,Icon,S2,Rus,0,1,"Aj-aj-aj (""blame"")",,"241.5.CDS.Icon.(""blame"").S2.Rus.RY"
17461.6381,17462.45079,0.812699,12,244,6,0,Voc,TCH,TCH,0,1,,,241.6.CH.Voc.RY
17468.26739,17469.2078,0.940408,12,244,7,1,Imit,S2,Rus,0,0,,,241.7.CDS.Imit.S2.Rus.RN
17469.21941,17470.67066,1.451248,12,245,1,0,Voc,TCH,TCH,1,1,,,242.1.CH.Voc.Init
17480.09796,17480.57397,0.476009,12,245,2,1,Imit,S2,Rus,0,1,,,242.2.CDS.Imit.S2.Rus.RY
17480.71329,17481.31701,0.603719,12,245,3,0,Voc,TCH,TCH,0,1,,,242.3.CH.Voc.RY
17533.26005,17534.13079,0.870749,12,245,4,1,Excl,S2,Rus,0,1,,,242.4.CDS.Excl.S2.Rus.RY
17534.11918,17534.97832,0.859138,12,245,5,0,Voc,TCH,TCH,0,1,,,242.5.CH.Voc.RY
17535.6517,17536.17415,0.522449,12,245,6,1,Excl,S2,Rus,0,1,,,242.6.CDS.Excl.S2.Rus.RY
17536.55728,17539.25079,2.693515,12,245,7,0,Voc,TCH,TCH,0,1,,,242.7.CH.Voc.RY
17539.92417,17540.56272,0.638549,12,245,8,1,Excl,S2,Rus,0,0,,,242.8.CDS.Excl.S2.Rus.RN
17548.29497,17549.08444,0.789478,12,246,1,0,Voc,TCH,TCH,1,1,,,243.1.CH.Voc.Init
17549.40952,17550.00163,0.592109,12,246,2,1,Imit,S2,Rus,0,1,,,243.2.CDS.Imit.S2.Rus.RY
17550.58213,17552.02177,1.439637,12,246,3,0,Voc,TCH,TCH,0,1,,,243.3.CH.Voc.RY
17608.58558,17609.34023,0.754649,12,246,4,1,Imit,S2,Rus,0,1,,,243.4.CDS.Imit.S2.Rus.RY
17609.35184,17610.47801,1.126168,12,246,5,0,Voc,TCH,TCH,0,1,,,243.5.CH.Voc.RY
17623.53923,17624.34032,0.801088,12,246,6,1,Imit,S2,Rus,0,1,,,243.6.CDS.Imit.S2.Rus.RY
17624.35193,17625.10658,0.754649,12,246,7,0,Voc,TCH,TCH,0,1,,,243.7.CH.Voc.RY
17628.90304,17630.35429,1.451247,12,246,8,1,Imit,S2,Rus,0,1,,,243.8.CDS.Imit.S2.Rus.RY
17630.35429,17631.87519,1.520907,12,246,9,0,Voc,TCH,TCH,0,1,,,243.9.CH.Voc.RY
17634.2088,17635.46268,1.253878,12,246,10,1,Imit,S2,Rus,0,1,,,243.10.CDS.Imit.S2.Rus.RY
17635.46268,17637.84272,2.380045,12,246,11,0,Voc,TCH,TCH,0,1,,,243.11.CH.Voc.RY
17639.49134,17640.10667,0.615329,12,246,12,1,Decl,S2,Rus,0,1,,,243.12.CDS.Decl.S2.Rus.RY
17640.10667,17640.78005,0.673378,12,246,13,0,Voc,TCH,TCH,0,1,,,243.13.CH.Voc.RY
17642.33578,17642.75374,0.417959,12,246,14,1,Imit,S2,Rus,0,1,,,243.14.CDS.Imit.S2.Rus.RY
17642.75374,17644.9132,2.159456,12,246,15,0,Voc,TCH,TCH,0,1,,,243.15.CH.Voc.RY
17654.23601,17654.78168,0.545669,12,246,16,1,Imit,S2,Rus,0,1,,,243.16.CDS.Imit.S2.Rus.RY
17654.78168,17656.3142,1.532517,12,246,17,0,Voc,TCH,TCH,0,1,,,243.17.CH.Voc.RY
17656.83664,17658.00925,1.172608,12,246,18,1,Imit,S2,Rus,0,0,,,243.18.CDS.Imit.S2.Rus.RN
17657.98603,17660.45896,2.472925,12,247,1,1,Excl,S2,Rus,1,1,,,244.1.CDS.Excl.S2.Rus.Init
17660.77243,17661.30649,0.534058,12,247,2,0,Voc,TCH,TCH,0,1,,,244.2.CH.Voc.RY
17661.30649,17662.24689,0.940409,12,247,3,1,Imit,S2,Rus,0,1,,,244.3.CDS.Imit.S2.Rus.RY
17695.91583,17697.48318,1.567347,12,247,4,0,Voc,TCH,TCH,0,1,,,244.4.CH.Voc.RY
17697.58767,17698.47002,0.882358,12,247,5,1,Imit,S2,Rus,0,1,,,244.5.CDS.Imit.S2.Rus.RY
17698.47002,17699.46848,0.998458,12,247,6,0,Voc,TCH,TCH,0,0,,,244.6.CH.Voc.RN
17700.44372,17701.37252,0.928797,12,248,1,0,Voc,TCH,TCH,1,1,,,245.CH.Voc
17701.37252,17702.54513,1.172609,12,248,2,1,Excl,S2,Rus,0,1,,,245.2.CDS.Excl.S2.Rus.RY
17705.61016,17706.80599,1.195827,12,248,3,0,Voc,TCH,TCH,0,1,,,243.3..CH.VocRY
17748.53225,17749.19401,0.661769,12,248,4,1,Interr,S2,Rus,0,0,,,243.4.CDS.Interr.S2.Rus.RN
17749.1824,17750.79619,1.613786,12,249,1,0,Voc,TCH,TCH,1,1,,,246.1.CH.Voc.Init
17755.53306,17756.11356,0.580499,12,249,2,1,Imit,S2,Rus,0,0,,,246.2.CDS.Imit.S2.Rus.RN
17758.78386,17759.99129,1.207438,12,250,1,1,Excl,S2,Rus,1,1,,,247.1.CDS.Excl.S2.Rus.Init
17776.79093,17777.5688,0.777868,12,250,2,0,Voc,TCH,TCH,0,1,,,247.2.CH.Voc.RY
17777.65007,17778.42794,0.777869,12,250,3,1,Decl,S2,Rus,0,1,,,247.3.CDS.Decl.S2.Rus.RY
17790.73451,17791.7678,1.033288,12,250,4,0,Voc,TCH,TCH,0,0,,,247.4.CH.Voc.RN
17791.77941,17792.13932,0.35991,12,251,1,1,Interr,S2,Rus,1,1,,,248.1.CDS.Interr.S2.Rus.Init
17795.92417,17797.9327,2.008526,12,251,2,0,Voc,TCH,TCH,0,1,,,248.2.CH.Voc.RY
17797.66567,17797.97914,0.313469,12,251,3,1,Interr,S2,Rus,0,0,,,248.3.CDS.Interr.S2.Rus.RN
17813.18821,17814.60463,1.416417,12,252,1,1,Excl,S2,Rus,1,1,,,249.1.CDS.Excl.S2.Rus.Init
17817.43746,17818.62168,1.184218,12,252,2,0,Icon,TCH,TCH,0,1,Av-av,,"249.2.CH.Icon.""Av-av"".RY"
17819.82912,17820.56054,0.731428,12,252,3,1,Decl,S2,Rus,0,1,"Eto devochka, ne sobachka",,"249.3.CDS.Decl.""Eto devochka, ne sobachka"".S2.Rus.RY"
17886.95801,17888.75755,1.799546,12,252,4,0,Voc,TCH,TCH,0,0,,,249.4.CH.Voc.RN
17888.75755,17889.31483,0.557279,12,253,1,1,Excl,S2,Rus,1,1,,,250.1.CDS.Excl.S2.Rus.Init
17891.12599,17894.8644,3.738413,12,253,2,0,Imit,TCH,TCH,0,1,,,250.2.CH.Imit.RY
17895.25914,17895.78159,0.522449,12,253,3,1,Decl,S2,Rus,0,1,,,250.3.CDS.Decl.S2.Rus.RY
17906.81107,17908.87764,2.066576,12,253,4,0,Icon,TCH,TCH,0,1,Av-av,,"250.4.CH.Icon.""Av-av"".RY"
17909.13306,17910.59592,1.462857,12,253,5,1,Decl,S2,Rus,0,0,To ne sobachka,,"250.5.CDS.Decl.""To ne sobachka"".S2.Rus.RN"
17912.36064,17915.4605,3.099864,12,254,1,1,Excl,S2,Rus,1,1,,,251.1.CDS.Excl.S2.Rus.Init
17915.4605,17916.23837,0.777868,12,254,2,0,Sem,TCH,TCH,0,1,Djadja,Rus,"251.2.CH.Sem.""djadja"".RY"
17918.04952,17920.25542,2.205896,12,254,3,1,Interr,S2,Rus,0,1,,,251.3.CDS.Interr.S2.Rus.RY
17970.07383,17970.63111,0.557279,12,254,4,0,Voc,TCH,TCH,0,0,,,251.4.CH.Voc.RN
17976.14585,17976.7844,0.638549,12,255,1,1,Excl,S2,Rus,1,1,,,252.1.CDS.Excl.S2.Rus.Init
17978.63039,17979.21088,0.580499,12,255,2,0,Voc,TCH,TCH,0,1,,,252.2.CH.Voc.RY
17979.21088,17979.5824,0.37152,12,255,3,1,Interr,S2,Rus,0,1,,,252.3.CDS.Interr.S2.Rus.RY
18006.3434,18008.6654,2.321996,12,255,4,0,Voc,TCH,TCH,0,1,,,252.4.CH.Voc.RY
18009.25751,18010.17469,0.917188,12,255,5,1,Decl,S2,Rus,0,1,,,252.5.CDS.Decl.S2.Rus.RY
18013.61125,18014.69098,1.079728,12,255,6,0,Sem,TCH,TCH,0,1,Da,Rus,252.6.CH.Sem.@Da@.RY
18023.99057,18024.78005,0.789478,12,255,7,1,Valid,S2,Rus,0,1,,,252.7.CDS.Valid.S2.Rus.RY
18025.03547,18026.46349,1.428027,12,255,8,0,Voc,TCH,TCH,0,1,,,252.8.CH.Voc.RY
18028.681,18029.05252,0.371519,12,255,9,1,Imit,S2,Rus,0,0,,,252.9.CDS.Imit.S2.Rus.RN
18029.48209,18030.59664,1.114558,12,256,1,1,Imper,S2,Rus,1,1,,,253.1.CDS.Imper.S2.Rus.Init
18036.22748,18037.16789,0.940408,12,256,2,0,Voc,TCH,TCH,0,1,,,253.2.CH.Voc.RY
18038.07347,18039.00227,0.928799,12,256,3,1,Imit,S2,Rus,0,1,,,253.3.CDS.Imit.S2.Rus.RY
18075.01642,18075.75946,0.743039,12,256,4,0,Voc,TCH,TCH,0,1,,,253.4.CH.Voc.RY
18078.12789,18078.65034,0.522449,12,256,5,1,Interr,S2,Rus,0,1,,,253.5.CDS.Interr.S2.Rus.RY
18080.72853,18082.20299,1.474467,12,256,6,0,Voc,TCH,TCH,0,1,,,253.6.CH.Voc.RY
18082.80671,18083.87483,1.068118,12,256,7,1,Excl,S2,Rus,0,1,,,253.7.CDS.Excl.S2.Rus.RY
18089.26186,18090.80599,1.544127,12,256,8,0,Voc,TCH,TCH,0,1,,,253.8.CH.Voc.RY
18102.60172,18103.20544,0.603719,12,256,9,1,Interr,S2,Rus,0,1,,,253.9.CDS.Interr.S2.Rus.RY
18104.6683,18105.26041,0.59211,12,256,10,0,Voc,TCH,TCH,0,1,,,253.10.CH.Voc.RY
18107.73333,18108.24417,0.510838,12,256,11,1,Excl,S2,Rus,0,0,,,253.11.CDS.Excl.S2.Rus.RN
18109.84635,18111.77361,1.927256,12,257,1,1,Excl,S2,Rus,1,1,,,254.1.CDS.Excl.S2.Rus.Init
18114.76898,18115.2566,0.487619,12,257,2,0,Voc,TCH,TCH,0,0,,,254.2.CH.Voc.RN
18116.90522,18117.95011,1.044898,12,258,1,1,Decl,S1,Rus,1,1,,,255.1.CDS.Decl.S1.Rus.Init
18148.83265,18149.44798,0.615329,12,258,2,0,Icon,TCH,TCH,0,1,Moo,,255.2.CH.Icon.@Mmu@RY
18150.6322,18151.29397,0.661768,12,258,3,1,Valid,S1,Rus,0,1,,,255.3.CDS.Valid.S1.Rus.RY
18279.2127,18280.46658,1.253878,12,258,4,0,Icon,TCH,TCH,0,1,Moo,,"255.4.CH.Icon.""Mmu""RY"
18281.24444,18281.98748,0.743039,12,258,5,1,Icon,S1,Rus,0,1,"Ah, moo - beeh",,"255.5.CDS.Icon.""A, muuh, beeeeh"".S1.Rus.RY"
18281.97587,18282.57959,0.603719,12,258,6,0,Icon,TCH,TCH,0,1,Av-av,,"255.6.CH.Icon.""Av-av"".RY"
18283.22975,18283.93796,0.708208,12,258,7,1,Icon,TCH,TCH,0,1,Av-av,,"255.7.CDS.Icon.""Av-av"".S1.Rus.RY"
18284.5649,18286.75918,2.194286,12,258,8,0,Icon,TCH,TCH,0,1,Moo,,"255.8.CH.Icon.""Mmuh"".RY"
18290.81107,18291.47283,0.661768,12,258,9,1,Icon,S1,Rus,0,0,"Moo, korova",,"255.9.CDS.Icon.""Muuh, korova..""S1.Rus.RN"
18291.61215,18292.44807,0.835919,12,259,1,0,Voc,TCH,TCH,1,1,,,256.1.CH.Voc.Init
18295.81497,18296.68571,0.870748,12,259,2,1,Excl,S2,Rus,0,0,,,256.2.CDS.Excl.S2.Rus.RN
18296.73215,18298.63619,1.904036,12,260,1,1,Interr,S1,Rus,1,1,,,257.1.CDS.Interr.S1.Rus.Init
18317.04962,18318.02485,0.975238,12,260,2,0,Voc,TCH,TCH,0,1,,,257.2.CH.Voc.RY
18318.03646,18320.48617,2.449705,12,260,3,1,Excl,S1,Rus,0,1,,,257.3.CDS.Excl.S1.Rus.RY
18361.38812,18362.36336,0.975237,12,260,4,0,Voc,TCH,TCH,0,1,,,257.4.CH.Voc.RY
18362.37497,18362.92064,0.545669,12,260,5,1,Valid,S1,Rus,0,0,,,257.5.CDS.Valid.S1.Rus.RN
18362.94386,18364.90594,1.962086,12,261,1,0,Icon,TCH,TCH,1,1,Moo,,"258.1.CH.Icon.""Muuh"".Init"
18369.42222,18370.58322,1.160998,12,261,2,1,Icon,S2,Rus,0,0,"Moo, pravilno, delaet korova",,"258.2.CDS.Icon.""Mmuh, pravilno, delaet korova"".S2.Rus.RN"
18370.81542,18371.41914,0.603718,12,262,1,1,Icon,S1,Rus,1,1,Khriu-khriu,,"259.1.CDS.Icon.""Khrju-khrju"".S1.Rus.Init"
18501.09098,18502.04299,0.952018,12,262,2,0,Icon,TCH,TCH,0,1,Moo,,"259.2.CH.Icon.""Muuh"".RY"
18502.0546,18505.10803,3.053424,12,262,3,1,Decl,S1,Rus,0,1,,,259.3.CDS.Decl.S1.Rus.RY
18516.62513,18517.50748,0.882358,12,262,4,0,Icon,TCH,TCH,0,1,Moo,,"259.4.CH.Icon.""Muuh"".RY"
18519.74821,18520.58413,0.835918,12,262,5,1,Icon,S1,Rus,0,0,"Moo,korovu ty khorosho pokazyvaesh",,"259.5.CDS.Icon.""Muuh,korovu ty khorosho pokazyvaesh"".S1.Rus.RN"
18521.0137,18522.92934,1.915646,12,263,1,0,Voc,TCH,TCH,1,1,,,260.1.CH.Voc.Init
18522.92934,18523.61433,0.684989,12,263,2,1,Interr,S2,Rus,0,0,,,260.2.CDS.Interr.S2.Rus.RN
18524.42703,18527.25986,2.832835,12,264,1,1,Excl,S2,Rus,1,1,,,261.1.CDS.Excl.S2.Rus.Init
18606.21932,18607.13651,0.917188,12,264,2,0,Sem,TCH,TCH,0,1,Te-te = fallen,,"261.2.CH.Sem.""Te-te"".RY."
18608.00726,18611.06068,3.053424,12,264,3,1,Decl,S2,Rus,0,1,"Tete, upala mama",,"261.3.CDS.Decl.""Tete, upala mama"".S2.Rus.RY"
18638.44862,18640.50358,2.054966,12,264,4,0,Sem,TCH,TCH,0,1,Te-te = fallen,,"261.4.CH.Sem.""Te-te"".RY"
18640.50358,18641.1073,0.603719,12,264,5,1,Interr,S2,Rus,0,1,,,261.5.CDS.Interr.S2.Rus.RY
18641.11891,18643.10422,1.985306,12,264,6,0,Voc,TCH,TCH,0,0,,,261.6.CH.Voc.RN
18644.09107,18644.81088,0.719818,12,265,1,0,Voc,TCH,TCH,1,1,,,262.1.CH.Voc.Init.
18645.29851,18646.50594,1.207436,12,265,2,1,Imit,S2,Rus,0,1,,,262.2.CDS.Imit.S2.Rus.RY
18649.4781,18650.43011,0.952018,12,265,3,0,Voc,TCH,TCH,0,1,,,262.3.CH.Voc.RY
18688.74304,18689.35837,0.615328,12,265,4,1,Imit,S2,Rus,0,1,,,262.4.CDS.Imit.S2.Rus.RY
18689.34676,18690.19429,0.847529,12,265,5,0,Voc,TCH,TCH,0,1,,,262.5.CH.Voc.RY
18690.38005,18690.86766,0.487619,12,265,6,1,Valid,S1,Rus,0,1,,,262.6.CDS.Valid.S1.Rus.RY
18691.05342,18691.63392,0.580499,12,265,7,0,Voc,TCH,TCH,0,1,,,262.7.CH.Voc.RY
18699.13397,18699.71447,0.580499,12,265,8,1,Imit,S2,Rus,0,1,,,262.8.CDS.Imit.S2.Rus.RY
18699.71447,18700.52717,0.812699,12,265,9,0,Voc,TCH,TCH,0,0,,,262.9.CH.Voc.RN
18701.54884,18703.88245,2.333605,12,266,1,0,Sem,TCH,TCH,1,1,Te-te = fallen,,"263.1.CH.Sem.""te-te"".Init"
18703.99855,18705.13633,1.137778,12,266,2,1,Decl,S1,Rus,0,1,Te-te - eto kogda upalo sluchaino...,,"263.2.CDS.Decl.""Te-te - eto kogda upalo sluchaino..."".S1.Rus.RY"
18706.69206,18707.35383,0.661769,12,266,3,0,Voc,TCH,TCH,0,1,,,263.3.CH.Voc.RY
18726.88181,18727.61324,0.731429,12,266,4,1,Interr,S1,Rus,0,0,,,263.4.CDS.Interr.S1.Rus.RN
18729.02966,18734.06839,5.03873,12,267,1,0,Sem,TCH,TCH,1,1,Te-te = fallen,,"264.1.CH.Sem.""te-te"".Init"
18744.18068,18744.84245,0.661769,12,267,2,1,Imit,S1,Rus,0,1,,,264.2.CDS.Imit.S1.Rus.RY
18746.47946,18749.0917,2.612245,12,267,3,0,Voc,TCH,TCH,0,0,,,264.3.CH.Voc.RN
18768.93315,18769.6878,0.754648,12,268,1,1,Excl,S1,Rus,1,1,bla-bla-bla..,,"265.1.CDS.Excl.""bla-bla-bla..""S1.Rus.Init"
18770.27991,18773.39138,3.111474,12,268,2,0,Imit,TCH,TCH,0,1,,,265.2.CH.Imit.RY
18776.24744,18776.86277,0.615328,12,268,3,1,Excl,S1,Rus,0,1,,,265.3.CDS.Excl.S1.Rus.RY
18818.79801,18820.87619,2.078185,12,268,4,0,Voc,TCH,TCH,0,0,,,265.4.CH.Voc.RN
